PG.ProteinGroups,R.FileName,protein_intensity,R.Condition,R.Replicate,intensity_rank,raw_protein_intensity
Q8ZRJ1,E1_250721_25...E012_sample_12,643921.4357836352,EM16223,2,94,585510.0625
Q8ZRJ1,E1_250721_25...E012_sample_18,627987.5718219428,EM16223,3,91,598919.437500001
Q8ZRJ1,E1_250721_25...E012_sample_24,522568.72568947036,EM16223,4,108,530337.125
Q8ZRJ1,E1_250721_25...E012_sample_02,485940.57673553785,EM8513,1,119,533174.4375
Q8ZRJ1,E1_250721_25...E012_sample_08,440686.15370387485,EM8513,2,128,480192.59375
Q8ZRJ1,E1_250721_25...E012_sample_14,484961.59345417685,EM8513,3,112,581098.375
Q8ZRJ1,E1_250721_25...E012_sample_20,474356.64229783486,EM8513,4,115,498872.5
Q8ZRJ1,E1_250721_25...E012_sample_03,548453.1156811919,EM9660,1,102,555911.875000001
Q8ZRJ1,E1_250721_25...E012_sample_09,528359.8267148554,EM9660,2,102,558602.9375
Q8ZRJ1,E1_250721_25...E012_sample_15,481413.9792664035,EM9660,3,113,510863.375
Q8ZRJ1,E1_250721_25...E012_sample_21,433560.5342891088,EM9660,4,121,473112.96875
Q8ZRJ1,E1_250721_25...E012_sample_04,593978.6846083745,EM9661,1,99,558647.75
Q8ZRJ1,E1_250721_25...E012_sample_10,593323.3803569331,EM9661,2,96,563637.875
Q8ZRJ1,E1_250721_25...E012_sample_16,460357.5317226527,EM9661,3,125,443512.65625
Q8ZRJ1,E1_250721_25...E012_sample_22,566734.2095987167,EM9661,4,110,498122.1875
Q8ZRJ1,E1_250721_25...E012_sample_05,668693.7424202615,EM9662,1,95,621694.187500001
Q8ZRJ1,E1_250721_25...E012_sample_11,617020.0022701399,EM9662,2,99,592622.375
Q8ZRJ1,E1_250721_25...E012_sample_17,619147.1995231201,EM9662,3,98,589449.937499999
Q8ZRJ1,E1_250721_25...E012_sample_23,572274.938391733,EM9662,4,108,534203.4375
Q8ZRJ1,E1_250721_25...E012_sample_01,547552.7110868206,TH9677,1,103,581478.75
Q8ZRJ1,E1_250721_25...E012_sample_07,568115.6962976392,TH9677,2,106,553599.625
Q8ZRJ1,E1_250721_25...E012_sample_13,454397.3507827536,TH9677,3,120,466274.5625
Q8ZRJ1,E1_250721_25...E012_sample_19,447351.61800062784,TH9677,4,120,462153.0625
Q8ZRJ5,E1_250721_25...E012_sample_06,145493.77206011707,EM16223,1,358,138122.967656515
Q8ZRJ5,E1_250721_25...E012_sample_12,137133.5577833962,EM16223,2,371,124693.904452628
Q8ZRJ5,E1_250721_25...E012_sample_18,143353.28710084906,EM16223,3,354,136717.785393626
Q8ZRJ5,E1_250721_25...E012_sample_24,139195.3601301548,EM16223,4,372,141264.609755144
Q8ZRJ5,E1_250721_25...E012_sample_02,129049.78472149483,EM8513,1,405,141593.539771068
Q8ZRJ5,E1_250721_25...E012_sample_08,123128.05022143363,EM8513,2,420,134166.17994978
Q8ZRJ5,E1_250721_25...E012_sample_14,113862.90084995845,EM8513,3,431,136434.611626516
Q8ZRJ5,E1_250721_25...E012_sample_20,125009.6830261641,EM8513,4,396,131470.475027761
Q8ZRJ5,E1_250721_25...E012_sample_03,128288.0524428597,EM9660,1,379,130032.722459843
Q8ZRJ5,E1_250721_25...E012_sample_09,130211.6454994346,EM9660,2,385,137664.909395065
Q8ZRJ5,E1_250721_25...E012_sample_15,144966.26146638865,EM9660,3,350,153834.239933589
Q8ZRJ5,E1_250721_25...E012_sample_21,134530.23843147542,EM9660,4,371,146803.030850863
Q8ZRJ5,E1_250721_25...E012_sample_04,152157.4141732802,EM9661,1,330,143106.81389142
Q8ZRJ5,E1_250721_25...E012_sample_10,148041.1495923163,EM9661,2,343,140634.267469071
Q8ZRJ5,E1_250721_25...E012_sample_16,156475.71350797528,EM9661,3,340,150750.133438343
Q8ZRJ5,E1_250721_25...E012_sample_22,155323.32942563668,EM9661,4,336,136519.015991754
Q8ZRJ5,E1_250721_25...E012_sample_05,136200.09705682122,EM9662,1,380,126627.188659925
Q8ZRJ5,E1_250721_25...E012_sample_11,134452.7929034844,EM9662,2,384,129136.386442398
Q8ZRJ5,E1_250721_25...E012_sample_17,124549.09409904636,EM9662,3,406,118575.123636044
Q8ZRJ5,E1_250721_25...E012_sample_23,148920.86570629716,EM9662,4,355,139013.668149353
Q8ZRJ5,E1_250721_25...E012_sample_01,132822.47037577964,TH9677,1,377,141052.071302363
Q8ZRJ5,E1_250721_25...E012_sample_07,127541.72627574886,TH9677,2,387,124282.874594466
Q8ZRJ5,E1_250721_25...E012_sample_13,126266.69536846752,TH9677,3,403,129567.102536654
Q8ZRJ5,E1_250721_25...E012_sample_19,128435.82365228246,TH9677,4,385,132685.357216097
Q8ZRJ6,E1_250721_25...E012_sample_06,16381.12923188932,EM16223,1,1745,15551.2511019272
Q8ZRJ6,E1_250721_25...E012_sample_12,12622.563302173694,EM16223,2,1915,11477.5458887647
Q8ZRJ6,E1_250721_25...E012_sample_18,17273.491490138564,EM16223,3,1689,16473.9403630557
Q8ZRJ6,E1_250721_25...E012_sample_24,15129.830858502999,EM16223,4,1799,15354.747815511
Q8ZRJ6,E1_250721_25...E012_sample_02,10797.16516988513,EM8513,1,2089,11846.6593276097
Q8ZRJ6,E1_250721_25...E012_sample_08,12415.39262545295,EM8513,2,1984,13528.4023269925
Q8ZRJ6,E1_250721_25...E012_sample_14,10712.783918141424,EM8513,3,2115,12836.4419174285
Q8ZRJ6,E1_250721_25...E012_sample_20,11054.164979450668,EM8513,4,2136,11625.4700092268
Q8ZRJ6,E1_250721_25...E012_sample_03,13667.535448211866,EM9660,1,1888,13853.4088701595
Q8ZRJ6,E1_250721_25...E012_sample_09,15963.069716406975,EM9660,2,1760,16876.7896123839
Q8ZRJ6,E1_250721_25...E012_sample_15,13874.759214726022,EM9660,3,1907,14723.515778558
Q8ZRJ6,E1_250721_25...E012_sample_21,15191.300190630236,EM9660,4,1811,16577.1571993887
Q8ZRJ6,E1_250721_25...E012_sample_04,14768.14834378,EM9661,1,1807,13889.711967288
Q8ZRJ6,E1_250721_25...E012_sample_10,14319.526181240786,EM9661,2,1814,13603.083200507
Q8ZRJ6,E1_250721_25...E012_sample_16,17722.06055600968,EM9661,3,1670,17073.5952163253
Q8ZRJ6,E1_250721_25...E012_sample_22,14247.588236404254,EM9661,4,1813,12522.6952929877
Q8ZRJ6,E1_250721_25...E012_sample_05,15295.967167236817,EM9662,1,1772,14220.8806166538
Q8ZRJ6,E1_250721_25...E012_sample_11,13998.24852399455,EM9662,2,1839,13444.7428861438
Q8ZRJ6,E1_250721_25...E012_sample_17,15764.638599523621,EM9662,3,1762,15008.4911057605
Q8ZRJ6,E1_250721_25...E012_sample_23,16676.375672021695,EM9662,4,1708,15566.953244661
Q8ZRJ6,E1_250721_25...E012_sample_01,14536.211832890836,TH9677,1,1794,15436.8668352449
Q8ZRJ6,E1_250721_25...E012_sample_07,14506.831555668756,TH9677,2,1805,14136.1637453314
Q8ZRJ6,E1_250721_25...E012_sample_13,14684.426224132952,TH9677,3,1838,15068.2533721343
Q8ZRJ6,E1_250721_25...E012_sample_19,15414.661252654032,TH9677,4,1783,15924.6834451019
Q8ZRJ7,E1_250721_25...E012_sample_06,4687.383603490338,EM16223,1,2486,4449.91785346701
Q8ZRJ7,E1_250721_25...E012_sample_12,5248.964079409068,EM16223,2,2388,4772.82027807462
Q8ZRJ7,E1_250721_25...E012_sample_18,5401.119877386563,EM16223,3,2429,5151.11416846897
Q8ZRJ7,E1_250721_25...E012_sample_24,4637.746822689621,EM16223,4,2467,4706.69061409669
Q8ZRJ7,E1_250721_25...E012_sample_02,7500.043941778933,EM8513,1,2311,8229.05495306999
Q8ZRJ7,E1_250721_25...E012_sample_08,7306.761802359148,EM8513,2,2305,7961.7951966468
Q8ZRJ7,E1_250721_25...E012_sample_14,4719.615267995748,EM8513,3,2529,5655.21228871634
Q8ZRJ7,E1_250721_25...E012_sample_20,5387.097300181301,EM8513,4,2536,5665.51505396083
Q8ZRJ7,E1_250721_25...E012_sample_03,6052.435094130522,EM9660,1,2408,6134.74597061039
Q8ZRJ7,E1_250721_25...E012_sample_09,6181.148439412053,EM9660,2,2403,6534.95496969818
Q8ZRJ7,E1_250721_25...E012_sample_15,5174.973477217149,EM9660,3,2487,5491.54060738995
Q8ZRJ7,E1_250721_25...E012_sample_21,4992.049119368889,EM9660,4,2516,5447.45887188046
Q8ZRJ7,E1_250721_25...E012_sample_04,6702.168961122484,EM9661,1,2340,6303.51173749531
Q8ZRJ7,E1_250721_25...E012_sample_10,5834.6248841996585,EM9661,2,2367,5542.70349025188
Q8ZRJ7,E1_250721_25...E012_sample_16,6031.744269434401,EM9661,3,2381,5811.03759234082
Q8ZRJ7,E1_250721_25...E012_sample_22,7479.111519512587,EM9661,4,2246,6573.64833030629
Q8ZRJ7,E1_250721_25...E012_sample_05,5291.992563562256,EM9662,1,2368,4920.04158009928
Q8ZRJ7,E1_250721_25...E012_sample_11,4934.091143314035,EM9662,2,2411,4738.99193066522
Q8ZRJ7,E1_250721_25...E012_sample_17,5717.40628679381,EM9662,3,2329,5443.17212612518
Q8ZRJ7,E1_250721_25...E012_sample_23,5503.846021149545,EM9662,4,2389,5137.69390676371
Q8ZRJ7,E1_250721_25...E012_sample_01,5160.5700866021725,TH9677,1,2399,5480.31592664148
Q8ZRJ7,E1_250721_25...E012_sample_07,4693.709089725039,TH9677,2,2443,4573.77891310635
Q8ZRJ7,E1_250721_25...E012_sample_13,6209.752213760497,TH9677,3,2393,6372.06509174586
Q8ZRJ7,E1_250721_25...E012_sample_19,5912.240934822169,TH9677,4,2435,6107.85821336203
Q8ZRJ8,E1_250721_25...E012_sample_06,16530.981686338386,EM16223,1,1737,15693.5119384293
Q8ZRJ8,E1_250721_25...E012_sample_12,15689.660497725194,EM16223,2,1751,14266.4206968777
Q8ZRJ8,E1_250721_25...E012_sample_18,14931.804845191655,EM16223,3,1805,14240.6451337824
Q8ZRJ8,E1_250721_25...E012_sample_24,12630.830320968827,EM16223,4,1937,12818.5976494238
Q8ZRJ8,E1_250721_25...E012_sample_02,16764.549603868527,EM8513,1,1737,18394.0788913538
Q8ZRJ8,E1_250721_25...E012_sample_08,14840.653661198794,EM8513,2,1842,16171.0821059859
Q8ZRJ8,E1_250721_25...E012_sample_14,17649.304183210235,EM8513,3,1690,21148.029285567
Q8ZRJ8,E1_250721_25...E012_sample_20,20525.233841759153,EM8513,4,1571,21586.0258014347
Q8ZRJ8,E1_250721_25...E012_sample_03,15508.303205439724,EM9660,1,1784,15719.210387376
Q8ZRJ8,E1_250721_25...E012_sample_09,13852.704579254629,EM9660,2,1874,14645.6279963682
Q8ZRJ8,E1_250721_25...E012_sample_15,16015.441230900315,EM9660,3,1769,16995.1491059721
Q8ZRJ8,E1_250721_25...E012_sample_21,15557.941882886227,EM9660,4,1792,16977.2465197305
Q8ZRJ8,E1_250721_25...E012_sample_04,15444.565491127001,EM9661,1,1768,14525.8945900297
Q8ZRJ8,E1_250721_25...E012_sample_10,14480.967928106065,EM9661,2,1803,13756.4475986615
Q8ZRJ8,E1_250721_25...E012_sample_16,13580.799874476903,EM9661,3,1882,13083.8668019397
Q8ZRJ8,E1_250721_25...E012_sample_22,16268.725338381128,EM9661,4,1719,14299.1422012959
Q8ZRJ8,E1_250721_25...E012_sample_05,12719.422827692446,EM9662,1,1902,11825.4302959537
Q8ZRJ8,E1_250721_25...E012_sample_11,12182.08794234707,EM9662,2,1946,11700.3952259101
Q8ZRJ8,E1_250721_25...E012_sample_17,13825.417462880334,EM9662,3,1839,13162.28429311
Q8ZRJ8,E1_250721_25...E012_sample_23,14020.017357612747,EM9662,4,1859,13087.3133939681
Q8ZRJ8,E1_250721_25...E012_sample_01,14378.715970143858,TH9677,1,1807,15269.612622918
Q8ZRJ8,E1_250721_25...E012_sample_07,12348.347822169862,TH9677,2,1934,12032.8319887528
Q8ZRJ8,E1_250721_25...E012_sample_13,15173.724713179305,TH9677,3,1807,15570.3413321961
Q8ZRJ8,E1_250721_25...E012_sample_19,14346.46776273474,TH9677,4,1844,14821.1468245904
Q8ZRJ9,E1_250721_25...E012_sample_06,14414.022840655492,EM16223,1,1851,13683.7995360894
Q8ZRJ9,E1_250721_25...E012_sample_12,11735.138176325408,EM16223,2,1974,10670.6208323451
Q8ZRJ9,E1_250721_25...E012_sample_18,14481.762650299419,EM16223,3,1832,13811.434381356
Q8ZRJ9,E1_250721_25...E012_sample_24,13252.698540974698,EM16223,4,1909,13449.7104346209
Q8ZRJ9,E1_250721_25...E012_sample_02,14255.688448072597,EM8513,1,1883,15641.3541765476
Q8ZRJ9,E1_250721_25...E012_sample_08,13469.48861802208,EM8513,2,1919,14676.9954572259
Q8ZRJ9,E1_250721_25...E012_sample_14,10553.022142013766,EM8513,3,2129,12645.0096272266
Q8ZRJ9,E1_250721_25...E012_sample_20,13686.266387368754,EM8513,4,1948,14393.6045572346
Q8ZRJ9,E1_250721_25...E012_sample_03,19277.426699239462,EM9660,1,1602,19539.5925652443
Q8ZRJ9,E1_250721_25...E012_sample_09,17022.0710360852,EM9660,2,1713,17996.4077553202
Q8ZRJ9,E1_250721_25...E012_sample_15,17642.035351728675,EM9660,3,1685,18721.2463904502
Q8ZRJ9,E1_250721_25...E012_sample_21,21021.474424145927,EM9660,4,1511,22939.200839894602
Q8ZRJ9,E1_250721_25...E012_sample_04,17922.93811782582,EM9661,1,1669,16856.849096385
Q8ZRJ9,E1_250721_25...E012_sample_10,16298.288739688394,EM9661,2,1711,15482.8431433935
Q8ZRJ9,E1_250721_25...E012_sample_16,16563.24573019659,EM9661,3,1722,15957.1824152247
Q8ZRJ9,E1_250721_25...E012_sample_22,21264.566014246317,EM9661,4,1521,18690.1583843943
Q8ZRJ9,E1_250721_25...E012_sample_05,19439.42657917037,EM9662,1,1589,18073.1144108835
Q8ZRJ9,E1_250721_25...E012_sample_11,17991.848927920913,EM9662,2,1654,17280.4320817424
Q8ZRJ9,E1_250721_25...E012_sample_17,15553.26666748245,EM9662,3,1774,14807.2575828973
Q8ZRJ9,E1_250721_25...E012_sample_23,20158.509639145163,EM9662,4,1562,18817.432708781
Q8ZRJ9,E1_250721_25...E012_sample_01,9400.610756661776,TH9677,1,2109,9983.06698394469
Q8ZRJ9,E1_250721_25...E012_sample_07,14218.24483170994,TH9677,2,1825,13854.9507755002
Q8ZRJ9,E1_250721_25...E012_sample_13,15191.923219954177,TH9677,3,1806,15589.0155185002
Q8ZRJ9,E1_250721_25...E012_sample_19,16606.13512010143,TH9677,4,1713,17155.5793993639
Q8ZRL8,E1_250721_25...E012_sample_06,5718.665348439443,EM16223,1,2423,5428.95422791404
Q8ZRL8,E1_250721_25...E012_sample_12,5444.904460362436,EM16223,2,2371,4950.98652371088
Q8ZRL8,E1_250721_25...E012_sample_18,4815.006057494889,EM16223,3,2472,4592.13024096534
Q8ZRL8,E1_250721_25...E012_sample_24,5629.91494323342,EM16223,4,2407,5713.60810207229
Q8ZRL8,E1_250721_25...E012_sample_02,7407.31917906242,EM8513,1,2321,8127.31726008741
Q8ZRL8,E1_250721_25...E012_sample_08,6301.245994153413,EM8513,2,2394,6866.1373459502
Q8ZRL8,E1_250721_25...E012_sample_14,8104.640103918807,EM8513,3,2302,9711.27045505316
Q8ZRL8,E1_250721_25...E012_sample_20,6694.666895981236,EM8513,4,2457,7040.66289635393
Q8ZRL8,E1_250721_25...E012_sample_03,4931.32911132676,EM9660,1,2485,4998.39336150891
Q8ZRL8,E1_250721_25...E012_sample_09,4872.832432477296,EM9660,2,2499,5151.7514638676
Q8ZRL8,E1_250721_25...E012_sample_15,4048.6600155209126,EM9660,3,2574,4296.32750363489
Q8ZRL8,E1_250721_25...E012_sample_21,4923.623888006133,EM9660,4,2523,5372.79141073684
Q8ZRL8,E1_250721_25...E012_sample_04,5800.3357363245705,EM9661,1,2399,5455.32119638057
Q8ZRL8,E1_250721_25...E012_sample_10,2541.1714266651848,EM9661,2,2651,2414.03003885442
Q8ZRL8,E1_250721_25...E012_sample_16,5724.927871072106,EM9661,3,2407,5515.44786817682
Q8ZRL8,E1_250721_25...E012_sample_22,5298.687784557121,EM9661,4,2408,4657.19892221078
Q8ZRL8,E1_250721_25...E012_sample_05,4821.020095258977,EM9662,1,2396,4482.1717041873
Q8ZRL8,E1_250721_25...E012_sample_11,3712.936798975149,EM9662,2,2496,3566.1233281546
Q8ZRL8,E1_250721_25...E012_sample_17,5037.250511581604,EM9662,3,2381,4795.63987612406
Q8ZRL8,E1_250721_25...E012_sample_23,4278.4738110350745,EM9662,4,2481,3993.84153276365
Q8ZRL8,E1_250721_25...E012_sample_01,3427.9004828800744,TH9677,1,2531,3640.29114923595
Q8ZRL8,E1_250721_25...E012_sample_07,3654.8034562238627,TH9677,2,2512,3561.41862652254
Q8ZRL8,E1_250721_25...E012_sample_13,3778.5615326812713,TH9677,3,2552,3877.32701895224
Q8ZRL8,E1_250721_25...E012_sample_19,4907.380245033316,TH9677,4,2509,5069.74987422749
Q8ZRM1,E1_250721_25...E012_sample_06,18317.657686307775,EM16223,1,1643,17389.673828125
Q8ZRM1,E1_250721_25...E012_sample_12,12534.064730099632,EM16223,2,1920,11397.0751953125
Q8ZRM1,E1_250721_25...E012_sample_18,16778.040673039377,EM16223,3,1713,16001.4228515625
Q8ZRM1,E1_250721_25...E012_sample_24,12138.996323143307,EM16223,4,1966,12319.4521484375
Q8ZRM1,E1_250721_25...E012_sample_02,6877.489176098939,EM8513,1,2364,7545.9873046875
Q8ZRM1,E1_250721_25...E012_sample_08,10892.821066788996,EM8513,2,2074,11869.3359375
Q8ZRM1,E1_250721_25...E012_sample_14,9209.08688724126,EM8513,3,2217,11034.658203125
Q8ZRM1,E1_250721_25...E012_sample_20,14960.631690104932,EM8513,4,1871,15733.83203125
Q8ZRM1,E1_250721_25...E012_sample_03,13690.145264792727,EM9660,1,1885,13876.326171875
Q8ZRM1,E1_250721_25...E012_sample_09,4329.664372673123,EM9660,2,2535,4577.49267578125
Q8ZRM1,E1_250721_25...E012_sample_15,12864.43721507827,EM9660,3,1958,13651.3896484375
Q8ZRM1,E1_250721_25...E012_sample_21,16341.937457045315,EM9660,4,1751,17832.763671875
Q8ZRM1,E1_250721_25...E012_sample_04,12464.148052956976,EM9661,1,1958,11722.7578125
Q8ZRM1,E1_250721_25...E012_sample_10,11021.618846523814,EM9661,2,1994,10470.1787109375
Q8ZRM1,E1_250721_25...E012_sample_16,10925.560760644441,EM9661,3,2035,10525.78515625
Q8ZRM1,E1_250721_25...E012_sample_22,28949.588634298703,EM9661,4,1264,25444.7890625
Q8ZRM1,E1_250721_25...E012_sample_05,16148.782057526232,EM9662,1,1733,15013.7548828125
Q8ZRM1,E1_250721_25...E012_sample_11,13880.982079123552,EM9662,2,1851,13332.11328125
Q8ZRM1,E1_250721_25...E012_sample_17,11679.643210720933,EM9662,3,1958,11119.431640625
Q8ZRM1,E1_250721_25...E012_sample_23,18783.651358009894,EM9662,4,1617,17534.0390625
Q8ZRM1,E1_250721_25...E012_sample_01,2396.165624429283,TH9677,1,2628,2544.63061523438
Q8ZRM1,E1_250721_25...E012_sample_07,11592.360539366517,TH9677,2,1983,11296.1611328125
Q8ZRM1,E1_250721_25...E012_sample_13,14284.154830012774,TH9677,3,1865,14657.51953125
Q8ZRM1,E1_250721_25...E012_sample_19,7495.692508911242,TH9677,4,2325,7743.701171875
Q8ZRM2,E1_250721_25...E012_sample_06,25068.344867815635,EM16223,1,1380,23798.3670252839
Q8ZRM2,E1_250721_25...E012_sample_12,23551.25160430289,EM16223,2,1431,21414.8714928354
Q8ZRM2,E1_250721_25...E012_sample_18,25599.76987311729,EM16223,3,1354,24414.8140194152
Q8ZRM2,E1_250721_25...E012_sample_24,27567.556295869843,EM16223,4,1299,27977.369923808
Q8ZRM2,E1_250721_25...E012_sample_02,27385.82176199334,EM8513,1,1309,30047.7482483883
Q8ZRM2,E1_250721_25...E012_sample_08,24906.498701859804,EM8513,2,1384,27139.305631358
Q8ZRM2,E1_250721_25...E012_sample_14,25793.884897878022,EM8513,3,1351,30907.158012937
Q8ZRM2,E1_250721_25...E012_sample_20,22315.703429069323,EM8513,4,1491,23469.0310332547
Q8ZRM2,E1_250721_25...E012_sample_03,24756.271701940488,EM9660,1,1384,25092.9478315427
Q8ZRM2,E1_250721_25...E012_sample_09,25673.54849031865,EM9660,2,1358,27143.0924109232
Q8ZRM2,E1_250721_25...E012_sample_15,26750.098258234386,EM9660,3,1326,28386.4741497691
Q8ZRM2,E1_250721_25...E012_sample_21,25290.80505406065,EM9660,4,1369,27598.0097700159
Q8ZRM2,E1_250721_25...E012_sample_04,26501.147085628698,EM9661,1,1316,24924.8105621277
Q8ZRM2,E1_250721_25...E012_sample_10,25477.46020910239,EM9661,2,1362,24202.7568912197
Q8ZRM2,E1_250721_25...E012_sample_16,29909.28668613454,EM9661,3,1248,28814.8803280621
Q8ZRM2,E1_250721_25...E012_sample_22,25140.864002740243,EM9661,4,1376,22097.1699971177
Q8ZRM2,E1_250721_25...E012_sample_05,22349.83857725274,EM9662,1,1481,20778.9662944217
Q8ZRM2,E1_250721_25...E012_sample_11,25013.237183333775,EM9662,2,1382,24024.187176246
Q8ZRM2,E1_250721_25...E012_sample_17,24092.604769812755,EM9662,3,1407,22937.0081730427
Q8ZRM2,E1_250721_25...E012_sample_23,28725.940410009112,EM9662,4,1282,26814.9015149476
Q8ZRM2,E1_250721_25...E012_sample_01,23034.027977181748,TH9677,1,1437,24461.2025918961
Q8ZRM2,E1_250721_25...E012_sample_07,23728.15463061259,TH9677,2,1419,23121.8704060716
Q8ZRM2,E1_250721_25...E012_sample_13,27124.431867658783,TH9677,3,1315,27833.4206402545
Q8ZRM2,E1_250721_25...E012_sample_19,24981.282850025756,TH9677,4,1380,25807.834172854
Q8ZRM3,E1_250721_25...E012_sample_06,18096.13992462681,EM16223,1,1653,17179.3782931425
Q8ZRM3,E1_250721_25...E012_sample_12,6537.999050668884,EM16223,2,2298,5944.92436507169
Q8ZRM3,E1_250721_25...E012_sample_18,19852.89502523736,EM16223,3,1574,18933.9491015167
Q8ZRM3,E1_250721_25...E012_sample_24,10083.314395153011,EM16223,4,2109,10233.2108752606
Q8ZRM3,E1_250721_25...E012_sample_02,22170.34906881143,EM8513,1,1490,24325.3269223807
Q8ZRM3,E1_250721_25...E012_sample_08,20645.81740935529,EM8513,2,1550,22496.6646411792
Q8ZRM3,E1_250721_25...E012_sample_14,27466.838739951912,EM8513,3,1292,32911.7513089853
Q8ZRM3,E1_250721_25...E012_sample_20,11785.16609911742,EM8513,4,2078,12394.2509718047
Q8ZRM3,E1_250721_25...E012_sample_03,19488.1506485071,EM9660,1,1596,19753.1822822054
Q8ZRM3,E1_250721_25...E012_sample_09,17601.314595161362,EM9660,2,1683,18608.8069902123
Q8ZRM3,E1_250721_25...E012_sample_15,16902.11877036529,EM9660,3,1716,17936.0671097202
Q8ZRM3,E1_250721_25...E012_sample_21,10742.786001480694,EM9660,4,2094,11722.8183283336
Q8ZRM3,E1_250721_25...E012_sample_04,10758.772394670628,EM9661,1,2060,10118.8210061909
Q8ZRM3,E1_250721_25...E012_sample_10,7118.1136185694995,EM9661,2,2268,6761.97595915654
Q8ZRM3,E1_250721_25...E012_sample_16,6844.120070627741,EM9661,3,2328,6593.68786877324
Q8ZRM3,E1_250721_25...E012_sample_22,9718.014995887073,EM9661,4,2104,8541.49759432492
Q8ZRM3,E1_250721_25...E012_sample_05,10584.888810194629,EM9662,1,2037,9840.92332734294
Q8ZRM3,E1_250721_25...E012_sample_11,8439.224046923337,EM9662,2,2170,8105.52815053667
Q8ZRM3,E1_250721_25...E012_sample_17,19654.13583260925,EM9662,3,1575,18711.4294420957
Q8ZRM3,E1_250721_25...E012_sample_23,18135.395054307406,EM9662,4,1645,16928.9090409196
Q8ZRM3,E1_250721_25...E012_sample_01,15917.414900563337,TH9677,1,1725,16903.6484199662
Q8ZRM3,E1_250721_25...E012_sample_07,22025.704924234222,TH9677,2,1477,21462.9204330741
Q8ZRM3,E1_250721_25...E012_sample_13,18152.947763596443,TH9677,3,1641,18627.4364539661
Q8ZRM3,E1_250721_25...E012_sample_19,7487.808264961305,TH9677,4,2326,7735.55606332874
Q8ZRM4,E1_250721_25...E012_sample_06,14679.73878744046,EM16223,1,1836,13936.0541488053
Q8ZRM4,E1_250721_25...E012_sample_12,16524.034470985833,EM16223,2,1707,15025.1069745564
Q8ZRM4,E1_250721_25...E012_sample_18,15023.786442271585,EM16223,3,1801,14328.3691093121
Q8ZRM4,E1_250721_25...E012_sample_24,15989.77146053242,EM16223,4,1748,16227.4721178491
Q8ZRM4,E1_250721_25...E012_sample_02,11673.467542705072,EM8513,1,2027,12808.1390785844
Q8ZRM4,E1_250721_25...E012_sample_08,13094.05740643769,EM8513,2,1949,14267.9077521773
Q8ZRM4,E1_250721_25...E012_sample_14,12126.707440959073,EM8513,3,2000,14530.6557945141
Q8ZRM4,E1_250721_25...E012_sample_20,15769.289803203694,EM8513,4,1834,16584.283481814
Q8ZRM4,E1_250721_25...E012_sample_03,14685.845766900256,EM9660,1,1825,14885.5678321718
Q8ZRM4,E1_250721_25...E012_sample_09,13665.6464051897,EM9660,2,1888,14447.8626852435
