PG.ProteinGroups,R.FileName,protein_intensity,R.Condition,R.Replicate,intensity_rank,raw_protein_intensity
Q8ZRE5,E1_250721_25...E012_sample_16,34108.34809970815,EM9661,3,1132,32860.294496311
Q8ZRE5,E1_250721_25...E012_sample_22,38120.6071829858,EM9661,4,1031,33505.512667503
Q8ZRE5,E1_250721_25...E012_sample_05,31926.638399439136,EM9662,1,1175,29682.6547942648
Q8ZRE5,E1_250721_25...E012_sample_11,33183.754367898,EM9662,2,1140,31871.6334196092
Q8ZRE5,E1_250721_25...E012_sample_17,38339.57658751452,EM9662,3,1032,36500.6270571736
Q8ZRE5,E1_250721_25...E012_sample_23,35091.30774959706,EM9662,4,1121,32756.8026635708
Q8ZRE5,E1_250721_25...E012_sample_01,32485.123624689873,TH9677,1,1147,34497.8824803682
Q8ZRE5,E1_250721_25...E012_sample_07,32150.184420955113,TH9677,2,1160,31328.7067319417
Q8ZRE5,E1_250721_25...E012_sample_13,27821.704220177755,TH9677,3,1290,28548.918564162
Q8ZRE5,E1_250721_25...E012_sample_19,31544.75622634798,TH9677,4,1187,32588.4720412528
Q8ZRE7,E1_250721_25...E012_sample_06,40033.32530649324,EM16223,1,989,38005.2123070034
Q8ZRE7,E1_250721_25...E012_sample_12,41967.85522482043,EM16223,2,954,38160.8689665244
Q8ZRE7,E1_250721_25...E012_sample_18,44834.113727763775,EM16223,3,905,42758.8432948429
Q8ZRE7,E1_250721_25...E012_sample_24,36986.42882898487,EM16223,4,1059,37536.261480824
Q8ZRE7,E1_250721_25...E012_sample_02,41858.330272076724,EM8513,1,954,45926.9975918263
Q8ZRE7,E1_250721_25...E012_sample_08,31101.840475328972,EM8513,2,1177,33890.0447012516
Q8ZRE7,E1_250721_25...E012_sample_14,65761.56947702239,EM8513,3,671,78797.8711641174
Q8ZRE7,E1_250721_25...E012_sample_20,58741.62295313599,EM8513,4,742,61777.5270411178
Q8ZRE7,E1_250721_25...E012_sample_03,34369.981409260814,EM9660,1,1114,34837.4004315873
Q8ZRE7,E1_250721_25...E012_sample_09,45295.278062662685,EM9660,2,900,47887.9621450434
Q8ZRE7,E1_250721_25...E012_sample_15,41821.06938031558,EM9660,3,963,44379.377354795
Q8ZRE7,E1_250721_25...E012_sample_21,41525.52304353121,EM9660,4,957,45313.7726620684
Q8ZRE7,E1_250721_25...E012_sample_04,41104.556393092214,EM9661,1,963,38659.5824711945
Q8ZRE7,E1_250721_25...E012_sample_10,44488.76083025614,EM9661,2,914,42262.8729052676
Q8ZRE7,E1_250721_25...E012_sample_16,43985.95872484646,EM9661,3,936,42376.4749080124
Q8ZRE7,E1_250721_25...E012_sample_22,25814.51182523848,EM9661,4,1351,22689.2622358852
Q8ZRE7,E1_250721_25...E012_sample_05,32816.887487851374,EM9662,1,1147,30510.332172686
Q8ZRE7,E1_250721_25...E012_sample_11,38277.345519592775,EM9662,2,1028,36763.8185586491
Q8ZRE7,E1_250721_25...E012_sample_17,38049.6324197432,EM9662,3,1037,36224.5899989378
Q8ZRE7,E1_250721_25...E012_sample_23,39108.69564599164,EM9662,4,1035,36506.9274376105
Q8ZRE7,E1_250721_25...E012_sample_01,42691.46589140106,TH9677,1,923,45336.6036174431
Q8ZRE7,E1_250721_25...E012_sample_07,27718.08146036925,TH9677,2,1295,27009.8495820131
Q8ZRE7,E1_250721_25...E012_sample_13,41571.509667849765,TH9677,3,948,42658.1216845793
Q8ZRE7,E1_250721_25...E012_sample_19,41210.063027217846,TH9677,4,957,42573.5731525174
Q8ZRE8,E1_250721_25...E012_sample_06,25870.43661420609,EM16223,1,1349,24559.8243081322
Q8ZRE8,E1_250721_25...E012_sample_12,33222.97150935509,EM16223,2,1139,30209.2507624089
Q8ZRE8,E1_250721_25...E012_sample_18,24763.920825299923,EM16223,3,1391,23617.654546814
Q8ZRE8,E1_250721_25...E012_sample_24,23991.13999455143,EM16223,4,1410,24347.7873525551
Q8ZRE8,E1_250721_25...E012_sample_02,26390.73612684503,EM8513,1,1342,28955.9393952386
Q8ZRE8,E1_250721_25...E012_sample_08,7045.5904358995085,EM8513,2,2330,7677.21045346978
Q8ZRE8,E1_250721_25...E012_sample_14,2176.451463677698,EM8513,3,2684,2607.90220479384
Q8ZRE8,E1_250721_25...E012_sample_20,1350.6688792612044,EM8513,4,2735,1420.47459735194
Q8ZRE8,E1_250721_25...E012_sample_03,35658.42012095251,EM9660,1,1076,36143.3614327378
Q8ZRE8,E1_250721_25...E012_sample_09,7976.645870123597,EM9660,2,2283,8433.2259743377
Q8ZRE8,E1_250721_25...E012_sample_15,7282.220932363068,EM9660,3,2350,7727.69409120951
Q8ZRE8,E1_250721_25...E012_sample_21,23033.36743038151,EM9660,4,1442,25134.6328446738
Q8ZRE8,E1_250721_25...E012_sample_04,25170.80552188485,EM9661,1,1374,23673.6001389675
Q8ZRE8,E1_250721_25...E012_sample_10,38496.77615758134,EM9661,2,1010,36570.6827443013
Q8ZRE8,E1_250721_25...E012_sample_16,23060.989702203704,EM9661,3,1455,22217.1683828128
Q8ZRE8,E1_250721_25...E012_sample_22,35311.1547300156,EM9661,4,1087,31036.1882860762
Q8ZRE8,E1_250721_25...E012_sample_05,20689.3526136425,EM9662,1,1542,19235.1886178646
Q8ZRE8,E1_250721_25...E012_sample_11,10376.022038786456,EM9662,2,2060,9965.74308945308
Q8ZRE8,E1_250721_25...E012_sample_17,30790.792858691577,EM9662,3,1196,29313.919113436
Q8ZRE8,E1_250721_25...E012_sample_23,22911.58634825469,EM9662,4,1456,21387.3566090668
Q8ZRE8,E1_250721_25...E012_sample_01,46348.296758508135,TH9677,1,875,49220.0095407674
Q8ZRE8,E1_250721_25...E012_sample_07,16552.629587922525,TH9677,2,1703,16129.6890622029
Q8ZRE8,E1_250721_25...E012_sample_13,20294.19722571643,TH9677,3,1553,20824.6547133452
Q8ZRE8,E1_250721_25...E012_sample_19,21066.59160079888,TH9677,4,1517,21763.6182210753
Q8ZRF0,E1_250721_25...E012_sample_06,104720.2896257879,EM16223,1,466,99415.095039168
Q8ZRF0,E1_250721_25...E012_sample_12,66846.12386310539,EM16223,2,655,60782.381181857
Q8ZRF0,E1_250721_25...E012_sample_18,108980.6618321214,EM16223,3,451,103936.191752181
Q8ZRF0,E1_250721_25...E012_sample_24,121825.8317454609,EM16223,4,418,123636.86953018
Q8ZRF0,E1_250721_25...E012_sample_02,94865.3584850509,EM8513,1,512,104086.356583533
Q8ZRF0,E1_250721_25...E012_sample_08,111846.70906962977,EM8513,2,454,121873.494048186
Q8ZRF0,E1_250721_25...E012_sample_14,79421.52290241694,EM8513,3,573,95165.7172888693
Q8ZRF0,E1_250721_25...E012_sample_20,43003.05885391332,EM8513,4,940,45225.5572393337
Q8ZRF0,E1_250721_25...E012_sample_03,69106.74996581822,EM9660,1,650,70046.5761798784
Q8ZRF0,E1_250721_25...E012_sample_09,91280.09514365088,EM9660,2,509,96504.9322533765
Q8ZRF0,E1_250721_25...E012_sample_15,101453.8013020621,EM9660,3,474,107660.004843918
Q8ZRF0,E1_250721_25...E012_sample_21,93538.11855774582,EM9660,4,501,102071.322138917
Q8ZRF0,E1_250721_25...E012_sample_04,97888.82111971472,EM9661,1,488,92066.215650039
Q8ZRF0,E1_250721_25...E012_sample_10,77136.96678822645,EM9661,2,595,73277.6045641524
Q8ZRF0,E1_250721_25...E012_sample_16,104226.29690448404,EM9661,3,475,100412.56763679501
Q8ZRF0,E1_250721_25...E012_sample_22,47401.539402058195,EM9661,4,871,41662.8431774734
Q8ZRF0,E1_250721_25...E012_sample_05,81609.28224288294,EM9662,1,580,75873.3231640752
Q8ZRF0,E1_250721_25...E012_sample_11,93369.85387297721,EM9662,2,517,89677.9105248214
Q8ZRF0,E1_250721_25...E012_sample_17,92238.00489984936,EM9662,3,525,87813.8288685105
Q8ZRF0,E1_250721_25...E012_sample_23,89903.9318679467,EM9662,4,542,83922.9297435135
Q8ZRF0,E1_250721_25...E012_sample_01,107411.56430472471,TH9677,1,447,114066.720669661
Q8ZRF0,E1_250721_25...E012_sample_07,97671.30789068725,TH9677,2,487,95175.683005977
Q8ZRF0,E1_250721_25...E012_sample_13,115935.5268320545,TH9677,3,423,118965.893966376
Q8ZRF0,E1_250721_25...E012_sample_19,105779.05353089345,TH9677,4,454,109278.946516709
Q8ZRF4,E1_250721_25...E012_sample_06,11217.188053101832,EM16223,1,2046,10648.9183744267
Q8ZRF4,E1_250721_25...E012_sample_12,12439.614683122878,EM16223,2,1929,11311.1928968902
Q8ZRF4,E1_250721_25...E012_sample_18,15179.877398894028,EM16223,3,1794,14477.2349661123
Q8ZRF4,E1_250721_25...E012_sample_24,10190.47633956558,EM16223,4,2104,10341.9658671216
Q8ZRF4,E1_250721_25...E012_sample_02,13756.294425729842,EM8513,1,1905,15093.418606437
Q8ZRF4,E1_250721_25...E012_sample_08,14739.920287455687,EM8513,2,1845,16061.3182307011
Q8ZRF4,E1_250721_25...E012_sample_14,14656.480573494899,EM8513,3,1846,17561.9206952348
Q8ZRF4,E1_250721_25...E012_sample_20,8547.764334418402,EM8513,4,2322,8989.53273272549
Q8ZRF4,E1_250721_25...E012_sample_03,16938.33291543283,EM9660,1,1711,17168.6879719834
Q8ZRF4,E1_250721_25...E012_sample_09,14248.605064093459,EM9660,2,1850,15064.189670831
Q8ZRF4,E1_250721_25...E012_sample_15,15462.558023911026,EM9660,3,1807,16408.4445372062
Q8ZRF4,E1_250721_25...E012_sample_21,12850.304951206865,EM9660,4,1940,14022.5999462263
Q8ZRF4,E1_250721_25...E012_sample_04,18752.512694996563,EM9661,1,1624,17637.0790659153
Q8ZRF4,E1_250721_25...E012_sample_10,16559.05080292927,EM9661,2,1700,15730.5586052674
Q8ZRF4,E1_250721_25...E012_sample_16,16564.674250624972,EM9661,3,1721,15958.5586648699
Q8ZRF4,E1_250721_25...E012_sample_22,10575.54702819391,EM9661,4,2047,9295.21198909642
Q8ZRF4,E1_250721_25...E012_sample_05,16264.134289501837,EM9662,1,1721,15120.9995115342
Q8ZRF4,E1_250721_25...E012_sample_11,18034.11432371142,EM9662,2,1648,17321.0262588218
Q8ZRF4,E1_250721_25...E012_sample_17,17311.628037681654,EM9662,3,1691,16481.279528833
Q8ZRF4,E1_250721_25...E012_sample_23,16313.06953271006,EM9662,4,1728,15227.816624367
Q8ZRF4,E1_250721_25...E012_sample_01,9049.063339094086,TH9677,1,2142,9609.73789837182
Q8ZRF4,E1_250721_25...E012_sample_07,16540.929084146934,TH9677,2,1704,16118.2875210297
Q8ZRF4,E1_250721_25...E012_sample_13,11303.278546990176,TH9677,3,2043,11598.7279640485
Q8ZRF4,E1_250721_25...E012_sample_19,13899.370015256769,TH9677,4,1873,14359.2560323825
Q8ZRF5,E1_250721_25...E012_sample_06,71736.35134770295,EM16223,1,618,68102.1434573919
Q8ZRF5,E1_250721_25...E012_sample_12,87961.19789617039,EM16223,2,530,79982.0655373661
Q8ZRF5,E1_250721_25...E012_sample_18,80904.32979220238,EM16223,3,567,77159.4500666316
Q8ZRF5,E1_250721_25...E012_sample_24,66227.04651217807,EM16223,4,666,67211.5641787966
Q8ZRF5,E1_250721_25...E012_sample_02,70239.69853679514,EM8513,1,640,77067.0603576837
Q8ZRF5,E1_250721_25...E012_sample_08,80200.96157724925,EM8513,2,589,87390.7823909122
Q8ZRF5,E1_250721_25...E012_sample_14,71570.78975850243,EM8513,3,618,85758.6872599678
Q8ZRF5,E1_250721_25...E012_sample_20,77680.50459129365,EM8513,4,585,81695.2142569313
Q8ZRF5,E1_250721_25...E012_sample_03,89383.13532302885,EM9660,1,523,90598.7128709966
Q8ZRF5,E1_250721_25...E012_sample_09,84524.82278065669,EM9660,2,551,89362.9907302228
Q8ZRF5,E1_250721_25...E012_sample_15,80471.10229123384,EM9660,3,567,85393.7373590906
Q8ZRF5,E1_250721_25...E012_sample_21,83417.72468226634,EM9660,4,547,91027.6749139724
Q8ZRF5,E1_250721_25...E012_sample_04,91773.46579672245,EM9661,1,508,86314.6128060874
Q8ZRF5,E1_250721_25...E012_sample_10,89758.46141524885,EM9661,2,514,85267.6131268003
Q8ZRF5,E1_250721_25...E012_sample_16,89086.93638392696,EM9661,3,535,85827.1692546439
Q8ZRF5,E1_250721_25...E012_sample_22,103770.48302611083,EM9661,4,455,91207.4463256735
Q8ZRF5,E1_250721_25...E012_sample_05,100754.16073288002,EM9662,1,489,93672.5919811365
Q8ZRF5,E1_250721_25...E012_sample_11,100042.59128396098,EM9662,2,484,96086.8008001763
Q8ZRF5,E1_250721_25...E012_sample_17,92903.74686064242,EM9662,3,520,88447.6386595955
Q8ZRF5,E1_250721_25...E012_sample_23,89857.69844808498,EM9662,4,543,83879.7720754756
Q8ZRF5,E1_250721_25...E012_sample_01,73135.63695313936,TH9677,1,601,77667.0773331669
Q8ZRF5,E1_250721_25...E012_sample_07,84735.70474241198,TH9677,2,538,82570.6008040548
Q8ZRF5,E1_250721_25...E012_sample_13,73535.34049160122,TH9677,3,611,75457.435341437
Q8ZRF5,E1_250721_25...E012_sample_19,79635.88123989418,TH9677,4,568,82270.7796707952
Q8ZRF6,E1_250721_25...E012_sample_06,9632.001604367348,EM16223,1,2147,9144.0384507855
Q8ZRF6,E1_250721_25...E012_sample_12,6894.6660359599655,EM16223,2,2266,6269.23739030174
Q8ZRF6,E1_250721_25...E012_sample_18,8691.961794666873,EM16223,3,2206,8289.63040419757
Q8ZRF6,E1_250721_25...E012_sample_24,10366.259012927616,EM16223,4,2086,10520.36168959
Q8ZRF6,E1_250721_25...E012_sample_02,4159.469963672086,EM8513,1,2536,4563.77418217939
Q8ZRF6,E1_250721_25...E012_sample_08,4248.789689610606,EM8513,2,2532,4629.68333405669
Q8ZRF6,E1_250721_25...E012_sample_14,3572.6450641440715,EM8513,3,2601,4280.87145301343
Q8ZRF6,E1_250721_25...E012_sample_20,3803.039495743902,EM8513,4,2614,3999.58944740418
Q8ZRF6,E1_250721_25...E012_sample_03,4370.797757389876,EM9660,1,2534,4430.23898868468
Q8ZRF6,E1_250721_25...E012_sample_09,4903.241403084897,EM9660,2,2497,5183.90103211425
Q8ZRF6,E1_250721_25...E012_sample_15,5925.26730211238,EM9660,3,2433,6287.73193571764
Q8ZRF6,E1_250721_25...E012_sample_21,5679.564916915028,EM9660,4,2465,6197.69468513988
Q8ZRF6,E1_250721_25...E012_sample_04,9676.644647291945,EM9661,1,2138,9101.0601892615
Q8ZRF6,E1_250721_25...E012_sample_10,8882.558005429277,EM9661,2,2158,8438.14062363857
Q8ZRF6,E1_250721_25...E012_sample_16,13067.665862165188,EM9661,3,1917,12589.5088016242
Q8ZRF6,E1_250721_25...E012_sample_22,7973.7421077268145,EM9661,4,2212,7008.3961652396
Q8ZRF6,E1_250721_25...E012_sample_05,9474.927154189329,EM9662,1,2096,8808.97601557539
Q8ZRF6,E1_250721_25...E012_sample_11,10735.549022438996,EM9662,2,2038,10311.0539937104
Q8ZRF6,E1_250721_25...E012_sample_17,12374.81356383461,EM9662,3,1918,11781.2582975336
Q8ZRF6,E1_250721_25...E012_sample_23,11733.4358925153,EM9662,4,1999,10952.85039929
Q8ZRF6,E1_250721_25...E012_sample_01,7841.0835397140645,TH9677,1,2221,8326.91239217618
Q8ZRF6,E1_250721_25...E012_sample_07,7178.810754210469,TH9677,2,2253,6995.38310132305
Q8ZRF6,E1_250721_25...E012_sample_13,9177.350055249008,TH9677,3,2183,9417.23114043075
Q8ZRF6,E1_250721_25...E012_sample_19,8396.518622548336,TH9677,4,2258,8674.33276108895
Q8ZRG3,E1_250721_25...E012_sample_06,8527.243169226387,EM16223,1,2222,8095.24776067825
Q8ZRG3,E1_250721_25...E012_sample_12,8985.250118684775,EM16223,2,2135,8170.18050061777
Q8ZRG3,E1_250721_25...E012_sample_18,9800.408509384863,EM16223,3,2127,9346.76960991716
Q8ZRG3,E1_250721_25...E012_sample_24,9757.426179131724,EM16223,4,2129,9902.47807197606
Q8ZRG3,E1_250721_25...E012_sample_02,1892.816991834904,EM8513,1,2703,2076.80050448072
Q8ZRG3,E1_250721_25...E012_sample_08,6101.467252751953,EM8513,2,2413,6648.4489270984
Q8ZRG3,E1_250721_25...E012_sample_14,3924.0517675130154,EM8513,3,2575,4701.93956860864
Q8ZRG3,E1_250721_25...E012_sample_20,3085.5732532970546,EM8513,4,2652,3245.04287607076
Q8ZRG3,E1_250721_25...E012_sample_03,6770.288125075875,EM9660,1,2355,6862.36153700501
Q8ZRG3,E1_250721_25...E012_sample_09,9904.996191080403,EM9660,2,2138,10471.9543169391
Q8ZRG3,E1_250721_25...E012_sample_15,7390.193923781527,EM9660,3,2338,7842.27208266903
Q8ZRG3,E1_250721_25...E012_sample_21,8062.678287228846,EM9660,4,2288,8798.2123806577
Q8ZRG3,E1_250721_25...E012_sample_04,8928.155743719137,EM9661,1,2195,8397.09276969558
Q8ZRG3,E1_250721_25...E012_sample_10,7306.843295986688,EM9661,2,2257,6941.26300202491
Q8ZRG3,E1_250721_25...E012_sample_16,11001.69618289136,EM9661,3,2031,10599.1347183373
Q8ZRG3,E1_250721_25...E012_sample_22,12941.705543345717,EM9661,4,1894,11374.9100831531
Q8ZRG3,E1_250721_25...E012_sample_05,10059.275134454174,EM9662,1,2063,9352.25273518869
Q8ZRG3,E1_250721_25...E012_sample_11,11034.79951091952,EM9662,2,2016,10598.4717995364
Q8ZRG3,E1_250721_25...E012_sample_17,11878.158438069437,EM9662,3,1949,11308.425127866
Q8ZRG3,E1_250721_25...E012_sample_23,11725.864970385943,EM9662,4,2002,10945.7831448023
Q8ZRG3,E1_250721_25...E012_sample_01,5949.350236712533,TH9677,1,2341,6317.96842369625
Q8ZRG3,E1_250721_25...E012_sample_07,2387.4605901334266,TH9677,2,2649,2326.45796624443
Q8ZRG3,E1_250721_25...E012_sample_13,8263.044322473947,TH9677,3,2248,8479.02693478001
Q8ZRG3,E1_250721_25...E012_sample_19,8489.790157618263,TH9677,4,2251,8770.69035507575
Q8ZRH1,E1_250721_25...E012_sample_06,9881.96945268835,EM16223,1,2132,9381.3427734375
Q8ZRH1,E1_250721_25...E012_sample_12,7669.243874697915,EM16223,2,2220,6973.5517578125
Q8ZRH1,E1_250721_25...E012_sample_18,10046.804771242934,EM16223,3,2106,9581.7607421875
Q8ZRH1,E1_250721_25...E012_sample_24,9203.968661648667,EM16223,4,2161,9340.79296875
Q8ZRH1,E1_250721_25...E012_sample_02,11175.011282446212,EM8513,1,2059,12261.232421875
Q8ZRH1,E1_250721_25...E012_sample_08,11903.503899111833,EM8513,2,2013,12970.6240234375
Q8ZRH1,E1_250721_25...E012_sample_14,9198.628804359902,EM8513,3,2218,11022.126953125
Q8ZRH1,E1_250721_25...E012_sample_20,9079.772320866834,EM8513,4,2286,9549.0361328125
Q8ZRH1,E1_250721_25...E012_sample_03,10937.629244846685,EM9660,1,2062,11086.376953125
Q8ZRH1,E1_250721_25...E012_sample_09,9179.413773024018,EM9660,2,2202,9704.83984375
Q8ZRH1,E1_250721_25...E012_sample_15,11074.324135277027,EM9660,3,2071,11751.7705078125
Q8ZRH1,E1_250721_25...E012_sample_21,10615.14248399184,EM9660,4,2101,11583.5302734375
Q8ZRH1,E1_250721_25...E012_sample_04,10128.980450290164,EM9661,1,2103,9526.490234375
Q8ZRH1,E1_250721_25...E012_sample_10,7887.045854034712,EM9661,2,2222,7492.4365234375
Q8ZRH1,E1_250721_25...E012_sample_16,11313.963166252626,EM9661,3,2011,10899.9755859375
Q8ZRH1,E1_250721_25...E012_sample_22,12716.442839078718,EM9661,4,1901,11176.9189453125
Q8ZRH1,E1_250721_25...E012_sample_05,8811.070885407229,EM9662,1,2139,8191.779296875
Q8ZRH1,E1_250721_25...E012_sample_11,9252.819449083621,EM9662,2,2117,8886.953125
Q8ZRH1,E1_250721_25...E012_sample_17,7916.539834487754,EM9662,3,2192,7536.82470703125
Q8ZRH1,E1_250721_25...E012_sample_23,7831.510535999641,EM9662,4,2246,7310.5068359375
Q8ZRH1,E1_250721_25...E012_sample_01,7992.1334729619275,TH9677,1,2211,8487.3212890625
Q8ZRH1,E1_250721_25...E012_sample_07,10361.982399151366,TH9677,2,2065,10097.220703125
Q8ZRH1,E1_250721_25...E012_sample_13,9949.808948257913,TH9677,3,2134,10209.880859375
Q8ZRH1,E1_250721_25...E012_sample_19,7747.915134251452,TH9677,4,2304,8004.26904296875
Q8ZRH4,E1_250721_25...E012_sample_06,16986.6358812596,EM16223,1,1719,16126.0824102544
Q8ZRH4,E1_250721_25...E012_sample_12,5540.923047582321,EM16223,2,2361,5038.29507702198
Q8ZRH4,E1_250721_25...E012_sample_18,13998.110206983874,EM16223,3,1868,13350.1691234216
Q8ZRH4,E1_250721_25...E012_sample_24,17312.535823801285,EM16223,4,1682,17569.9004243707
Q8ZRH4,E1_250721_25...E012_sample_02,17673.986935237433,EM8513,1,1687,19391.9143486262
Q8ZRH4,E1_250721_25...E012_sample_08,11556.739446383644,EM8513,2,2031,12592.7729823364
Q8ZRH4,E1_250721_25...E012_sample_14,13757.078583070588,EM8513,3,1900,16484.2249721884
Q8ZRH4,E1_250721_25...E012_sample_20,16549.243756229553,EM8513,4,1787,17404.5472743606
Q8ZRH4,E1_250721_25...E012_sample_03,19498.981518781595,EM9660,1,1594,19764.1604483057
Q8ZRH4,E1_250721_25...E012_sample_09,21958.178398547258,EM9660,2,1483,23215.0559815313
Q8ZRH4,E1_250721_25...E012_sample_15,20086.438322596197,EM9660,3,1564,21315.1801051718
Q8ZRH4,E1_250721_25...E012_sample_21,17624.84906148057,EM9660,4,1675,19232.7114757345
Q8ZRH4,E1_250721_25...E012_sample_04,22038.028170157897,EM9661,1,1505,20727.1660931951
Q8ZRH4,E1_250721_25...E012_sample_10,18800.748320030492,EM9661,2,1608,17860.0981898555
Q8ZRH4,E1_250721_25...E012_sample_16,20083.262287663292,EM9661,3,1578,19348.3985589123
Q8ZRH4,E1_250721_25...E012_sample_22,17629.18168737199,EM9661,4,1662,15494.8940741843
Q8ZRH4,E1_250721_25...E012_sample_05,20125.992588842448,EM9662,1,1560,18711.4247022335
Q8ZRH4,E1_250721_25...E012_sample_11,15035.046905479127,EM9662,2,1785,14440.5451566876
Q8ZRH4,E1_250721_25...E012_sample_17,18206.20464741095,EM9662,3,1643,17332.9479642229
Q8ZRH4,E1_250721_25...E012_sample_23,17907.590797481946,EM9662,4,1661,16716.2598247661
Q8ZRH4,E1_250721_25...E012_sample_01,15992.198059640132,TH9677,1,1720,16983.0650989097
Q8ZRH4,E1_250721_25...E012_sample_07,4945.410806115558,TH9677,2,2417,4819.04933375082
Q8ZRH4,E1_250721_25...E012_sample_13,16504.609311244552,TH9677,3,1729,16936.0131008186
Q8ZRH4,E1_250721_25...E012_sample_19,14749.950150985967,TH9677,4,1817,15237.9791638329
Q8ZRH5,E1_250721_25...E012_sample_06,19529.976923400078,EM16223,1,1583,18540.5762234872
Q8ZRH5,E1_250721_25...E012_sample_12,18629.04118473727,EM16223,2,1612,16939.1644108205
Q8ZRH5,E1_250721_25...E012_sample_18,19337.64460877222,EM16223,3,1592,18442.5484696449
Q8ZRH5,E1_250721_25...E012_sample_24,17582.995945034938,EM16223,4,1675,17844.3811501986
Q8ZRH5,E1_250721_25...E012_sample_02,11424.862885356171,EM8513,1,2042,12535.3698251248
Q8ZRH5,E1_250721_25...E012_sample_08,13529.24274182769,EM8513,2,1914,14742.1063926531
Q8ZRH5,E1_250721_25...E012_sample_14,1642.8921446217976,EM8513,3,2713,1968.57229196274
Q8ZRH5,E1_250721_25...E012_sample_20,15203.242083337935,EM8513,4,1862,15988.9810954896
Q8ZRH5,E1_250721_25...E012_sample_03,23426.31757099039,EM9660,1,1424,23744.9068168022
Q8ZRH5,E1_250721_25...E012_sample_09,19930.296685092424,EM9660,2,1586,21071.0991082739
Q8ZRH5,E1_250721_25...E012_sample_15,19877.9172956166,EM9660,3,1575,21093.9032827505
Q8ZRH5,E1_250721_25...E012_sample_21,19731.3610984823,EM9660,4,1581,21531.394323258
Q8ZRH5,E1_250721_25...E012_sample_04,25116.239782099867,EM9661,1,1376,23622.2800688238
Q8ZRH5,E1_250721_25...E012_sample_10,26426.56631324782,EM9661,2,1322,25104.3767589017
Q8ZRH5,E1_250721_25...E012_sample_16,22187.589794688658,EM9661,3,1488,21375.7269242556
Q8ZRH5,E1_250721_25...E012_sample_22,25090.192344702686,EM9661,4,1381,22052.6329342081
Q8ZRH5,E1_250721_25...E012_sample_05,23844.79793171249,EM9662,1,1416,22168.8515023384
Q8ZRH5,E1_250721_25...E012_sample_11,20927.08683126287,EM9662,2,1527,20099.6075559063
Q8ZRH5,E1_250721_25...E012_sample_17,22601.980776523505,EM9662,3,1460,21517.8816384204
Q8ZRH5,E1_250721_25...E012_sample_23,22181.993718195983,EM9662,4,1491,20706.301289665
Q8ZRH5,E1_250721_25...E012_sample_01,22047.45175924713,TH9677,1,1483,23413.4987008028
Q8ZRH5,E1_250721_25...E012_sample_07,19865.756126439144,TH9677,2,1554,19358.1610464366
Q8ZRH5,E1_250721_25...E012_sample_13,19565.873724509685,TH9677,3,1577,20077.2940139515
Q8ZRH5,E1_250721_25...E012_sample_19,18229.771295480907,TH9677,4,1637,18832.93654002
Q8ZRI6,E1_250721_25...E012_sample_06,7518.0797476263215,EM16223,1,2301,7137.2091816509
Q8ZRI6,E1_250721_25...E012_sample_12,3945.1754690378734,EM16223,2,2483,3587.30088343572
Q8ZRI6,E1_250721_25...E012_sample_18,5150.353305060479,EM16223,3,2455,4911.95501758704
Q8ZRI6,E1_250721_25...E012_sample_24,7061.451889927973,EM16223,4,2300,7166.42598289666
Q8ZRI6,E1_250721_25...E012_sample_02,7162.759221832488,EM8513,1,2343,7858.98585523324
Q8ZRI6,E1_250721_25...E012_sample_08,5637.492988055775,EM8513,2,2447,6142.88049994192
Q8ZRI6,E1_250721_25...E012_sample_14,6728.011841629826,EM8513,3,2404,8061.7450967718
Q8ZRI6,E1_250721_25...E012_sample_20,6602.355918948041,EM8513,4,2465,6943.58107271399
Q8ZRI6,E1_250721_25...E012_sample_03,12496.931713118905,EM9660,1,1966,12666.8853576633
Q8ZRI6,E1_250721_25...E012_sample_09,8385.194257183646,EM9660,2,2253,8865.1595120209
Q8ZRI6,E1_250721_25...E012_sample_15,8567.31367845494,EM9660,3,2246,9091.39943781561
Q8ZRI6,E1_250721_25...E012_sample_21,7814.078068735378,EM9660,4,2307,8526.93310567435
Q8ZRI6,E1_250721_25...E012_sample_04,9024.186317950653,EM9661,1,2184,8487.41127036874
Q8ZRI6,E1_250721_25...E012_sample_10,8258.85895473385,EM9661,2,2198,7845.64685175652
Q8ZRI6,E1_250721_25...E012_sample_16,7920.583092846893,EM9661,3,2257,7630.76218914506
Q8ZRI6,E1_250721_25...E012_sample_22,11321.893455871856,EM9661,4,1992,9951.20153215045
Q8ZRI6,E1_250721_25...E012_sample_05,6282.455920084495,EM9662,1,2292,5840.88960456699
Q8ZRI6,E1_250721_25...E012_sample_11,3875.3175428252184,EM9662,2,2491,3722.08336465365
Q8ZRI6,E1_250721_25...E012_sample_17,8286.1936515728,EM9662,3,2171,7888.74815842575
Q8ZRI6,E1_250721_25...E012_sample_23,7211.429374442704,EM9662,4,2282,6731.67756033857
Q8ZRI6,E1_250721_25...E012_sample_01,7444.8236954302965,TH9677,1,2241,7906.10052463566
Q8ZRI6,E1_250721_25...E012_sample_07,7673.254843405437,TH9677,2,2219,7477.19352153435
Q8ZRI6,E1_250721_25...E012_sample_13,5980.163651764452,TH9677,3,2417,6136.47545612122
Q8ZRI6,E1_250721_25...E012_sample_19,9791.555051648522,TH9677,4,2148,10115.5265157672
Q8ZRJ1,E1_250721_25...E012_sample_06,533876.4812085947,EM16223,1,108,506829.96875
